restaurant_id,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active,avg_prep_time_est
REST11649,Thindi Mane Thali Central,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST03351,Taste Of Kitchen Zone,Hyderabad,South Indian,Restaurant,>40,True,45.0
REST13824,Flavours Of Cafe Clouds,Chennai,North Indian,Cloud Kitchen,<=15,True,15.0
REST04747,Grand Express Darbar,Mumbai,Biryani,Restaurant,<=15,True,15.0
REST12418,Delhi Express Palace,Bengaluru,Biryani,Restaurant,26-40,True,33.0
REST11227,Hot & Crispy House Stop,Hyderabad,Chinese,Restaurant,16-25,True,20.5
REST02921,Bombay Mess Point,Delhi,Desserts,Cloud Kitchen,26-40,True,33.0
REST10141,Spicy Mess Point,Hyderabad,South Indian,Cloud Kitchen,16-25,True,20.5
REST01782,Spicy Express Clouds,Mumbai,Biryani,Cloud Kitchen,16-25,False,20.5
REST11358,Kolkata Grill Central,Pune,Biryani,Restaurant,>40,True,45.0
REST09688,Hot & Crispy Kitchen Hub,Pune,Chinese,Restaurant,26-40,True,33.0
REST08026,Classic Mess Delight,Bengaluru,Fast Food,Restaurant,>40,True,45.0
REST04437,Grand Darshini Heaven,Bengaluru,Fast Food,Restaurant,<=15,True,15.0
REST03726,Spicy Darshini Clouds,Mumbai,North Indian,Restaurant,26-40,True,33.0
REST05339,Bombay Grill Hub,Delhi,Chinese,Restaurant,16-25,True,20.5
REST14877,Flavours Of Express Nest,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST05470,Sri Kitchen Mahal,Bengaluru,Desserts,Cloud Kitchen,16-25,True,20.5
REST08225,Fresh Sweets Stop,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST10271,Punjabi Tandoor Central,Bengaluru,Biryani,Restaurant,26-40,True,33.0
REST03693,Urban Grill Corner,Bengaluru,North Indian,Cloud Kitchen,16-25,True,20.5
REST18435,Flavours Of Sweets Heaven,Mumbai,Chinese,Restaurant,16-25,True,20.5
REST19828,Taste Of Paratha Central,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST08971,Urban Darshini Point,Bengaluru,Fast Food,Cloud Kitchen,16-25,True,20.5
REST01316,Flavours Of Sweets Hub,Bengaluru,Biryani,Cloud Kitchen,>40,True,45.0
REST05655,Punjabi Kitchen Point,Delhi,South Indian,Cloud Kitchen,26-40,True,33.0
REST04272,Flavours Of Pizza Hub,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST08896,Namma Kitchen Delight,Hyderabad,North Indian,Cloud Kitchen,16-25,True,20.5
REST15452,Tandoori Darshini Bhojanalay,Chennai,Biryani,Cloud Kitchen,26-40,True,33.0
REST01249,Punjabi Delights Heaven,Bengaluru,South Indian,Restaurant,<=15,True,15.0
REST15253,Tandoori House Nest,Bengaluru,Healthy,Restaurant,>40,True,45.0
REST06739,Namma Express Central,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST14298,Grand House Zone,Delhi,Chinese,Restaurant,16-25,True,20.5
REST18199,Annapurna Tandoor Hub,Chennai,North Indian,Restaurant,<=15,True,15.0
REST04572,Fresh Grill Darbar,Bengaluru,Biryani,Restaurant,<=15,True,15.0
REST17933,Annapurna Express Darbar,Mumbai,South Indian,Restaurant,26-40,True,33.0
REST10737,Flavours Of Paratha Zone,Bengaluru,Desserts,Restaurant,16-25,True,20.5
REST19873,Fresh House Mahal,Hyderabad,North Indian,Restaurant,26-40,False,33.0
REST15325,Taste Of Thali Delight,Chennai,South Indian,Restaurant,16-25,True,20.5
REST16468,Flavours Of Wraps Clouds,Mumbai,North Indian,Cloud Kitchen,<=15,True,15.0
REST04702,Urban Express Bhojanalay,Bengaluru,South Indian,Cloud Kitchen,<=15,True,15.0
REST03816,Flavours Of Thali Nest,Delhi,Fast Food,Restaurant,>40,True,45.0
REST05530,Flavours Of Kitchen Palace,Delhi,Pizza,Restaurant,16-25,True,20.5
REST10105,Thindi Mane Kitchen Point,Pune,North Indian,Restaurant,16-25,True,20.5
REST06911,Sri Delights Cafe,Ahmedabad,Chinese,Restaurant,>40,True,45.0
REST17283,Tandoori Express Bhojanalay,Mumbai,Biryani,Restaurant,26-40,True,33.0
REST08486,Annapurna Biryani Palace,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST03195,Spicy Sweets Clouds,Delhi,South Indian,Restaurant,26-40,True,33.0
REST15418,Hot & Crispy Curry Nest,Delhi,Chinese,Restaurant,16-25,True,20.5
REST10703,Flavours Of Grill Hub,Hyderabad,Desserts,Restaurant,<=15,True,15.0
REST09228,Namma Mess Mahal,Kolkata,Fast Food,Cloud Kitchen,16-25,True,20.5
REST06826,Delhi Biryani Clouds,Kolkata,Fast Food,Cloud Kitchen,>40,False,45.0
REST00232,Annapurna Paratha Nest,Hyderabad,Biryani,Restaurant,>40,True,45.0
REST04763,Grand Sweets Hub,Mumbai,Desserts,Restaurant,26-40,True,33.0
REST12020,Royal Grill Stop,Bengaluru,Pizza,Restaurant,26-40,True,33.0
REST00062,Taste Of Tandoor Adda,Kolkata,Chinese,Restaurant,<=15,True,15.0
REST10799,Namma Darshini Palace,Delhi,Pizza,Restaurant,16-25,True,20.5
REST03844,Sri Pizza Hub,Kolkata,Desserts,Restaurant,<=15,True,15.0
REST01233,Delhi Darshini Stop,Delhi,Chinese,Restaurant,>40,True,45.0
REST19519,Madras Sweets Nest,Bengaluru,Fast Food,Restaurant,>40,True,45.0
REST18422,Classic Sweets Heaven,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST12371,Sri Delights Zone,Kolkata,Desserts,Restaurant,16-25,True,20.5
REST13764,Annapurna House Cafe,Kolkata,Biryani,Restaurant,<=15,True,15.0
REST09079,Kolkata Curry Bhojanalay,Chennai,Pizza,Restaurant,16-25,True,20.5
REST10413,Madras Grill Mahal,Pune,South Indian,Restaurant,16-25,True,20.5
REST15034,Hot & Crispy House Zone,Chennai,North Indian,Restaurant,26-40,True,33.0
REST02726,Namma Tandoor Mahal,Hyderabad,North Indian,Cloud Kitchen,26-40,False,33.0
REST18881,Classic Wraps Nest,Kolkata,Chinese,Restaurant,<=15,True,15.0
REST06199,Grand Darshini Darbar,Mumbai,Chinese,Cloud Kitchen,26-40,True,33.0
REST13724,Tandoori Darshini Cafe,Hyderabad,South Indian,Restaurant,<=15,True,15.0
REST00952,Classic Grill Palace,Mumbai,Chinese,Cloud Kitchen,16-25,True,20.5
REST13050,Urban Express Bhojanalay,Hyderabad,Healthy,Cloud Kitchen,<=15,True,15.0
REST14346,Thindi Mane House Point,Chennai,Fast Food,Restaurant,26-40,True,33.0
REST01685,Punjabi Biryani Adda,Chennai,South Indian,Restaurant,26-40,True,33.0
REST14424,Spicy Paratha Central,Chennai,Fast Food,Cloud Kitchen,<=15,False,15.0
REST08639,Thindi Mane Mess Heaven,Mumbai,Chinese,Restaurant,<=15,True,15.0
REST06274,Fresh Express Clouds,Hyderabad,Chinese,Restaurant,<=15,True,15.0
REST05112,Fresh Biryani Point,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST14673,Grand Grill Adda,Bengaluru,Biryani,Restaurant,26-40,True,33.0
REST13725,Madras Darshini Hub,Delhi,Fast Food,Cloud Kitchen,16-25,True,20.5
REST14859,Hot & Crispy Grill Clouds,Bengaluru,Healthy,Restaurant,26-40,True,33.0
REST13742,Taste Of Biryani Point,Pune,Chinese,Cloud Kitchen,16-25,True,20.5
REST02898,Tandoori Curry Stop,Kolkata,Desserts,Restaurant,16-25,True,20.5
REST16258,Bombay Pizza Palace,Chennai,Fast Food,Restaurant,16-25,True,20.5
REST08440,Urban Grill Delight,Ahmedabad,Healthy,Restaurant,<=15,True,15.0
REST03368,Thindi Mane Thali Palace,Delhi,Biryani,Restaurant,>40,True,45.0
REST12218,Namma Kitchen Mahal,Chennai,Pizza,Restaurant,>40,True,45.0
REST14484,Thindi Mane Delights Bhojanalay,Ahmedabad,Chinese,Restaurant,26-40,True,33.0
REST17409,Urban Grill Darbar,Hyderabad,Biryani,Cloud Kitchen,<=15,True,15.0
REST10246,Classic Delights Mahal,Kolkata,Biryani,Restaurant,26-40,False,33.0
REST10574,Delhi Biryani Central,Bengaluru,North Indian,Restaurant,>40,True,45.0
REST07719,Royal Thali Clouds,Ahmedabad,Fast Food,Cloud Kitchen,26-40,True,33.0
REST17082,Sri Express Palace,Mumbai,Fast Food,Restaurant,26-40,True,33.0
REST12918,Flavours Of Curry Point,Kolkata,North Indian,Restaurant,16-25,True,20.5
REST13967,Taste Of Express Hub,Mumbai,Biryani,Restaurant,>40,True,45.0
REST11794,Bombay Mess Adda,Bengaluru,Healthy,Restaurant,16-25,True,20.5
REST01344,Urban Express Zone,Mumbai,North Indian,Cloud Kitchen,16-25,True,20.5
REST07700,Urban Pizza Central,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST15096,Flavours Of Sweets Nest,Kolkata,North Indian,Restaurant,<=15,True,15.0
REST18978,Fresh House Adda,Kolkata,Chinese,Restaurant,26-40,False,33.0
REST17214,Royal Mess Zone,Hyderabad,Desserts,Restaurant,16-25,True,20.5
REST05373,Classic Wraps Point,Pune,Chinese,Cloud Kitchen,16-25,True,20.5
REST09352,Hot & Crispy Delights Central,Delhi,Desserts,Restaurant,<=15,True,15.0
REST16446,Sri Paratha Zone,Mumbai,Pizza,Cloud Kitchen,26-40,True,33.0
REST03155,Bombay Tandoor Delight,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST13745,Delhi Tandoor Mahal,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST07386,Hot & Crispy Biryani Central,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST02537,Sri Express Adda,Mumbai,Healthy,Restaurant,<=15,True,15.0
REST00562,Punjabi Darshini Delight,Hyderabad,North Indian,Restaurant,<=15,True,15.0
REST14926,Delhi Curry Nest,Bengaluru,Fast Food,Cloud Kitchen,26-40,True,33.0
REST15604,Grand Darshini Palace,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST16968,Taste Of House Zone,Chennai,South Indian,Restaurant,16-25,True,20.5
REST02492,Madras Mess Central,Bengaluru,South Indian,Cloud Kitchen,16-25,False,20.5
REST08633,Tandoori Thali Clouds,Ahmedabad,Fast Food,Cloud Kitchen,16-25,True,20.5
REST06156,Royal House Palace,Bengaluru,Fast Food,Restaurant,26-40,True,33.0
REST03551,Delhi Pizza Corner,Hyderabad,Biryani,Restaurant,16-25,True,20.5
REST03632,Classic Sweets Darbar,Bengaluru,South Indian,Cloud Kitchen,16-25,True,20.5
REST03047,Kolkata Mess Mahal,Pune,North Indian,Restaurant,16-25,True,20.5
REST09894,Bombay Express Nest,Bengaluru,Biryani,Cloud Kitchen,26-40,True,33.0
REST09291,Thindi Mane Darshini Zone,Bengaluru,Biryani,Cloud Kitchen,16-25,True,20.5
REST10625,Delhi Paratha Adda,Bengaluru,Chinese,Cloud Kitchen,26-40,True,33.0
REST01286,Delhi Thali Hub,Pune,Fast Food,Restaurant,>40,True,45.0
REST11303,Royal Mess Cafe,Mumbai,Desserts,Cloud Kitchen,<=15,True,15.0
REST10329,Thindi Mane Pizza Cafe,Mumbai,North Indian,Cloud Kitchen,<=15,True,15.0
REST04464,Sri Curry Central,Hyderabad,Pizza,Restaurant,16-25,True,20.5
REST12751,Namma Thali Hub,Ahmedabad,South Indian,Restaurant,16-25,True,20.5
REST04717,Fresh Curry Cafe,Bengaluru,South Indian,Restaurant,>40,True,45.0
REST16140,Classic Cafe Clouds,Ahmedabad,North Indian,Restaurant,16-25,True,20.5
REST04145,Thindi Mane Grill Heaven,Bengaluru,Chinese,Cloud Kitchen,<=15,True,15.0
REST06859,Fresh Paratha Corner,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST19361,Delhi Darshini Adda,Delhi,North Indian,Restaurant,16-25,True,20.5
REST01808,Bombay Paratha Hub,Mumbai,South Indian,Restaurant,16-25,True,20.5
REST19406,Royal Delights Hub,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST01247,Punjabi Cafe Darbar,Kolkata,Biryani,Restaurant,16-25,True,20.5
REST01914,Grand House Central,Kolkata,South Indian,Restaurant,<=15,True,15.0
REST01929,Grand Paratha Mahal,Delhi,North Indian,Cloud Kitchen,<=15,True,15.0
REST04902,Grand Sweets Clouds,Hyderabad,Chinese,Cloud Kitchen,26-40,True,33.0
REST13767,Spicy Tandoor Delight,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST09678,Thindi Mane Curry Mahal,Delhi,South Indian,Restaurant,16-25,True,20.5
REST07017,Urban Wraps Zone,Pune,Chinese,Restaurant,<=15,True,15.0
REST16530,Taste Of Thali Clouds,Hyderabad,Fast Food,Restaurant,<=15,True,15.0
REST06289,Classic Grill Central,Delhi,Fast Food,Restaurant,26-40,True,33.0
REST02234,Hot & Crispy Cafe Cafe,Bengaluru,Biryani,Restaurant,>40,True,45.0
REST07785,Delhi Wraps Adda,Pune,North Indian,Restaurant,26-40,True,33.0
REST05238,Thindi Mane House Nest,Pune,Chinese,Restaurant,16-25,True,20.5
REST06246,Bombay House Bhojanalay,Mumbai,Pizza,Restaurant,16-25,True,20.5
REST17412,Royal Sweets Adda,Kolkata,Pizza,Cloud Kitchen,26-40,True,33.0
REST00156,Bombay Tandoor Heaven,Bengaluru,Chinese,Restaurant,26-40,True,33.0
REST11316,Spicy Pizza Hub,Ahmedabad,North Indian,Restaurant,16-25,True,20.5
REST12961,Royal Pizza Mahal,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST07884,Punjabi Curry Delight,Hyderabad,North Indian,Restaurant,26-40,True,33.0
REST15704,Annapurna Mess Corner,Hyderabad,South Indian,Cloud Kitchen,26-40,True,33.0
REST15441,Madras Express Hub,Bengaluru,Fast Food,Cloud Kitchen,<=15,True,15.0
REST16051,Hot & Crispy Delights Stop,Kolkata,South Indian,Restaurant,16-25,True,20.5
REST17897,Urban Cafe Mahal,Ahmedabad,South Indian,Cloud Kitchen,16-25,True,20.5
REST16985,Tandoori Pizza Hub,Ahmedabad,North Indian,Restaurant,26-40,True,33.0
REST10959,Taste Of Curry Central,Hyderabad,Biryani,Cloud Kitchen,26-40,True,33.0
REST14658,Madras Cafe Point,Kolkata,South Indian,Cloud Kitchen,16-25,True,20.5
REST07830,Sri House Zone,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST16684,Madras Sweets Nest,Kolkata,Fast Food,Restaurant,<=15,True,15.0
REST02315,Classic Grill Cafe,Pune,South Indian,Restaurant,<=15,True,15.0
REST10424,Delhi Paratha Hub,Chennai,South Indian,Restaurant,<=15,True,15.0
REST00890,Flavours Of Darshini Bhojanalay,Pune,Chinese,Restaurant,26-40,True,33.0
REST06717,Bombay Darshini Point,Bengaluru,South Indian,Restaurant,<=15,True,15.0
REST13681,Bombay Darshini Central,Kolkata,South Indian,Restaurant,16-25,True,20.5
REST12870,Delhi Sweets Central,Chennai,Biryani,Restaurant,16-25,True,20.5
REST18969,Royal Tandoor Stop,Chennai,Fast Food,Cloud Kitchen,26-40,False,33.0
REST02502,Urban Cafe Point,Mumbai,Chinese,Cloud Kitchen,16-25,True,20.5
REST01856,Hot & Crispy Wraps Adda,Pune,Healthy,Cloud Kitchen,26-40,True,33.0
REST04916,Delhi Curry Mahal,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST02844,Classic Paratha Delight,Ahmedabad,Healthy,Restaurant,>40,True,45.0
REST01048,Annapurna Biryani Stop,Ahmedabad,Pizza,Restaurant,<=15,True,15.0
REST19531,Tandoori Biryani Point,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST16098,Grand Express Point,Kolkata,Chinese,Restaurant,16-25,True,20.5
REST19681,Taste Of Kitchen Stop,Mumbai,Desserts,Cloud Kitchen,26-40,True,33.0
REST04625,Bombay Wraps Mahal,Bengaluru,Chinese,Cloud Kitchen,16-25,True,20.5
REST06298,Urban Grill Bhojanalay,Pune,North Indian,Restaurant,26-40,True,33.0
REST05272,Taste Of Thali Bhojanalay,Bengaluru,Biryani,Cloud Kitchen,<=15,True,15.0
REST12562,Taste Of Kitchen Nest,Delhi,Biryani,Cloud Kitchen,<=15,True,15.0
REST07001,Classic Express Corner,Ahmedabad,Chinese,Restaurant,16-25,True,20.5
REST12529,Royal Paratha Adda,Pune,Biryani,Restaurant,16-25,True,20.5
REST00419,Fresh Pizza Palace,Mumbai,Fast Food,Cloud Kitchen,16-25,True,20.5
REST08743,Urban Delights Bhojanalay,Hyderabad,Biryani,Restaurant,16-25,True,20.5
REST05620,Fresh Sweets Nest,Bengaluru,Desserts,Cloud Kitchen,>40,True,45.0
REST12909,Delhi Biryani Bhojanalay,Bengaluru,Chinese,Cloud Kitchen,16-25,True,20.5
REST08565,Fresh Mess Darbar,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST02695,Spicy Biryani Palace,Delhi,Biryani,Restaurant,16-25,True,20.5
REST19833,Grand Cafe Zone,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST00331,Urban Pizza Corner,Chennai,Chinese,Cloud Kitchen,16-25,True,20.5
REST14212,Annapurna Delights Zone,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST06449,Royal House Mahal,Hyderabad,Fast Food,Restaurant,26-40,True,33.0
REST03826,Urban Wraps Heaven,Chennai,North Indian,Restaurant,26-40,True,33.0
REST06166,Hot & Crispy Mess Bhojanalay,Ahmedabad,Chinese,Restaurant,>40,True,45.0
REST12535,Spicy Biryani Point,Hyderabad,Chinese,Restaurant,<=15,True,15.0
REST04053,Punjabi Biryani Clouds,Pune,South Indian,Restaurant,16-25,True,20.5
REST17406,Hot & Crispy Express Darbar,Chennai,South Indian,Restaurant,16-25,True,20.5
REST03076,Hot & Crispy Grill Zone,Mumbai,Healthy,Restaurant,<=15,True,15.0
REST14751,Namma Pizza Clouds,Pune,Chinese,Restaurant,16-25,True,20.5
REST07620,Bombay Paratha Mahal,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST19686,Delhi Biryani Palace,Delhi,North Indian,Restaurant,16-25,True,20.5
REST13218,Grand Kitchen Bhojanalay,Delhi,North Indian,Restaurant,26-40,True,33.0
REST19546,Grand Grill Stop,Hyderabad,Fast Food,Restaurant,26-40,True,33.0
REST13795,Classic Curry Point,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST11221,Bombay Grill Adda,Hyderabad,Biryani,Cloud Kitchen,16-25,True,20.5
REST10088,Grand Curry Nest,Delhi,Chinese,Cloud Kitchen,26-40,True,33.0
REST16865,Urban Paratha Corner,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST12717,Bombay Kitchen Darbar,Bengaluru,South Indian,Restaurant,<=15,True,15.0
REST19212,Sri Express Point,Hyderabad,South Indian,Restaurant,16-25,True,20.5
REST03069,Tandoori Biryani Bhojanalay,Bengaluru,Fast Food,Cloud Kitchen,<=15,True,15.0
REST04383,Sri Darshini Darbar,Bengaluru,Desserts,Restaurant,16-25,True,20.5
REST08497,Urban Paratha Point,Delhi,Desserts,Restaurant,26-40,False,33.0
REST09000,Sri Biryani Hub,Chennai,Fast Food,Restaurant,<=15,True,15.0
REST09639,Urban Wraps Mahal,Mumbai,South Indian,Restaurant,>40,True,45.0
REST07706,Urban Sweets Corner,Pune,Pizza,Restaurant,16-25,True,20.5
REST13906,Kolkata Express Mahal,Hyderabad,Chinese,Restaurant,16-25,True,20.5
REST10596,Urban Sweets Clouds,Bengaluru,Biryani,Restaurant,<=15,False,15.0
REST03804,Kolkata Curry Hub,Chennai,Desserts,Cloud Kitchen,16-25,True,20.5
REST13550,Namma House Zone,Bengaluru,Biryani,Restaurant,26-40,True,33.0
REST00800,Urban Biryani Central,Delhi,North Indian,Cloud Kitchen,16-25,False,20.5
REST00853,Hot & Crispy Sweets Delight,Ahmedabad,North Indian,Restaurant,26-40,True,33.0
REST19223,Royal Grill Clouds,Hyderabad,Healthy,Cloud Kitchen,<=15,False,15.0
REST18607,Namma Sweets Delight,Pune,Fast Food,Cloud Kitchen,16-25,True,20.5
REST00621,Tandoori Cafe Corner,Pune,Biryani,Cloud Kitchen,16-25,True,20.5
REST03283,Grand Tandoor Nest,Mumbai,Chinese,Restaurant,16-25,True,20.5
REST04582,Namma Paratha Delight,Ahmedabad,North Indian,Restaurant,16-25,True,20.5
REST11988,Bombay House Corner,Ahmedabad,North Indian,Cloud Kitchen,26-40,True,33.0
REST06494,Spicy Delights Palace,Chennai,Fast Food,Restaurant,<=15,True,15.0
REST02244,Taste Of Delights Palace,Ahmedabad,Healthy,Restaurant,<=15,True,15.0
REST08706,Annapurna House Cafe,Ahmedabad,North Indian,Restaurant,16-25,True,20.5
REST09893,Urban Mess Stop,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST04837,Tandoori Grill Nest,Delhi,South Indian,Restaurant,26-40,True,33.0
REST03444,Thindi Mane Curry Hub,Bengaluru,Fast Food,Restaurant,16-25,True,20.5
REST09522,Urban Mess Heaven,Ahmedabad,South Indian,Restaurant,16-25,True,20.5
REST12043,Flavours Of Grill Bhojanalay,Bengaluru,North Indian,Cloud Kitchen,<=15,True,15.0
REST05098,Annapurna Tandoor Darbar,Mumbai,Pizza,Restaurant,16-25,True,20.5
REST06387,Fresh House Darbar,Mumbai,North Indian,Restaurant,>40,True,45.0
REST19482,Hot & Crispy Delights Nest,Delhi,South Indian,Cloud Kitchen,16-25,True,20.5
REST10514,Punjabi Wraps Mahal,Ahmedabad,Desserts,Restaurant,16-25,True,20.5
REST07705,Fresh Mess Point,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST01434,Namma Paratha Clouds,Bengaluru,Pizza,Cloud Kitchen,26-40,True,33.0
REST19037,Royal Mess Point,Ahmedabad,Pizza,Restaurant,<=15,True,15.0
REST03012,Fresh Tandoor Darbar,Mumbai,Pizza,Restaurant,16-25,True,20.5
REST18879,Namma Thali Heaven,Mumbai,South Indian,Restaurant,16-25,True,20.5
REST14046,Kolkata Sweets Hub,Bengaluru,Chinese,Cloud Kitchen,26-40,True,33.0
REST07460,Classic House Palace,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST18926,Thindi Mane Curry Heaven,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST12485,Tandoori Biryani Cafe,Kolkata,Chinese,Restaurant,<=15,True,15.0
REST13023,Bombay Mess Heaven,Ahmedabad,Chinese,Cloud Kitchen,16-25,True,20.5
REST16856,Thindi Mane Sweets Zone,Chennai,South Indian,Restaurant,16-25,True,20.5
REST09119,Fresh House Delight,Hyderabad,South Indian,Restaurant,>40,True,45.0
REST18695,Madras Tandoor Delight,Delhi,South Indian,Restaurant,<=15,True,15.0
REST07698,Kolkata Wraps Zone,Hyderabad,Biryani,Restaurant,26-40,True,33.0
REST05838,Delhi Cafe Stop,Kolkata,North Indian,Cloud Kitchen,16-25,True,20.5
REST14645,Madras Grill Darbar,Chennai,Biryani,Restaurant,<=15,True,15.0
REST02709,Fresh Pizza Stop,Hyderabad,Desserts,Cloud Kitchen,<=15,True,15.0
REST05782,Tandoori Sweets Stop,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST02568,Tandoori Delights Stop,Delhi,North Indian,Restaurant,26-40,False,33.0
REST13705,Flavours Of Pizza Palace,Ahmedabad,Pizza,Restaurant,26-40,True,33.0
REST06924,Punjabi Tandoor Zone,Hyderabad,Chinese,Restaurant,16-25,True,20.5
REST02295,Kolkata Kitchen Palace,Kolkata,Fast Food,Restaurant,<=15,True,15.0
REST14735,Thindi Mane Mess Stop,Kolkata,Pizza,Cloud Kitchen,<=15,True,15.0
REST06279,Thindi Mane Mess Clouds,Delhi,South Indian,Restaurant,<=15,True,15.0
REST07514,Hot & Crispy House Stop,Ahmedabad,Desserts,Cloud Kitchen,>40,True,45.0
REST04084,Bombay Curry Mahal,Ahmedabad,Biryani,Cloud Kitchen,<=15,True,15.0
REST12382,Taste Of Cafe Mahal,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST08537,Classic Biryani Corner,Ahmedabad,Pizza,Cloud Kitchen,>40,True,45.0
REST03583,Delhi Kitchen Hub,Delhi,Healthy,Cloud Kitchen,26-40,True,33.0
REST14337,Grand Paratha Heaven,Mumbai,Biryani,Restaurant,<=15,True,15.0
REST03156,Royal Grill Zone,Hyderabad,Biryani,Restaurant,<=15,True,15.0
REST06060,Annapurna Kitchen Delight,Delhi,Biryani,Restaurant,>40,True,45.0
REST15961,Namma House Adda,Ahmedabad,South Indian,Restaurant,16-25,True,20.5
REST14811,Fresh Sweets Bhojanalay,Bengaluru,Desserts,Restaurant,16-25,True,20.5
REST08584,Thindi Mane Sweets Darbar,Bengaluru,Healthy,Restaurant,16-25,True,20.5
REST12506,Classic Darshini Clouds,Pune,North Indian,Restaurant,<=15,True,15.0
REST16887,Hot & Crispy Express Mahal,Ahmedabad,Chinese,Cloud Kitchen,26-40,True,33.0
REST00176,Annapurna Darshini Adda,Hyderabad,Desserts,Restaurant,16-25,False,20.5
REST01051,Taste Of Thali Mahal,Delhi,Biryani,Restaurant,26-40,True,33.0
REST15598,Kolkata Pizza Nest,Bengaluru,Pizza,Restaurant,16-25,False,20.5
REST00645,Delhi Cafe Cafe,Chennai,Chinese,Restaurant,<=15,True,15.0
REST15266,Fresh Delights Bhojanalay,Chennai,Biryani,Restaurant,16-25,True,20.5
REST10359,Bombay Pizza Darbar,Pune,North Indian,Restaurant,16-25,False,20.5
REST02131,Annapurna Biryani Clouds,Bengaluru,South Indian,Cloud Kitchen,26-40,True,33.0
REST08025,Kolkata Express Palace,Bengaluru,Desserts,Restaurant,16-25,True,20.5
REST07359,Namma Wraps Zone,Bengaluru,South Indian,Restaurant,<=15,True,15.0
REST07801,Kolkata Tandoor Corner,Kolkata,Pizza,Restaurant,16-25,True,20.5
REST19339,Bombay Pizza Point,Mumbai,Healthy,Restaurant,26-40,True,33.0
REST03884,Grand Paratha Heaven,Bengaluru,North Indian,Cloud Kitchen,<=15,False,15.0
REST19079,Royal Cafe Palace,Chennai,Biryani,Restaurant,26-40,True,33.0
REST05995,Kolkata Kitchen Mahal,Chennai,South Indian,Cloud Kitchen,<=15,True,15.0
REST06774,Taste Of Sweets Zone,Ahmedabad,Pizza,Cloud Kitchen,26-40,True,33.0
REST06815,Grand Biryani Mahal,Bengaluru,Pizza,Restaurant,26-40,True,33.0
REST15954,Royal Wraps Stop,Bengaluru,North Indian,Cloud Kitchen,26-40,True,33.0
REST07158,Sri Kitchen Adda,Pune,Chinese,Restaurant,<=15,True,15.0
REST03690,Punjabi Wraps Central,Mumbai,North Indian,Cloud Kitchen,<=15,True,15.0
REST06738,Sri Mess Adda,Delhi,South Indian,Restaurant,26-40,True,33.0
REST11456,Sri Pizza Darbar,Bengaluru,Desserts,Cloud Kitchen,<=15,False,15.0
REST15061,Taste Of Mess Palace,Pune,Biryani,Restaurant,16-25,False,20.5
REST00722,Thindi Mane Wraps Hub,Delhi,Fast Food,Restaurant,26-40,True,33.0
REST02983,Royal Express Point,Chennai,South Indian,Restaurant,<=15,True,15.0
REST18569,Bombay Express Bhojanalay,Mumbai,Chinese,Restaurant,26-40,True,33.0
REST19913,Grand Thali Cafe,Mumbai,Pizza,Restaurant,<=15,True,15.0
REST12754,Annapurna House Delight,Chennai,North Indian,Restaurant,<=15,True,15.0
REST10304,Fresh Express Cafe,Delhi,Biryani,Restaurant,<=15,False,15.0
REST04214,Spicy Mess Clouds,Hyderabad,South Indian,Cloud Kitchen,16-25,True,20.5
REST10722,Flavours Of Paratha Heaven,Pune,Healthy,Restaurant,16-25,True,20.5
REST05913,Flavours Of Kitchen Corner,Mumbai,South Indian,Cloud Kitchen,16-25,True,20.5
REST06932,Sri Biryani Heaven,Mumbai,Biryani,Restaurant,>40,True,45.0
